layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L1,Q15059,10104,6.3706,-2,-9.78449,,-68.03366065565612,-28.41628532400047,-465626.0970842228,-412762.965979286,-52860.1808861842,-465623.6688253986,604,0.001941317692399025,True,2.980525049915416,2.7976676136236764
L1,Q15059,18952,6.3645,-2,-9.88203,,-71.78759020667538,-34.230195732672556,-462926.50573600066,-412762.965979286,-50160.42675216967,-462924.23780535796,498,0.001752438023686409,True,3.0037087222703134,2.784069562345643
L1,Q15059,25231,8.0,-2,-9.95385,,-73.28549302098553,-29.501176324298275,-461823.5938338616,-412762.965979286,-49057.449894816804,-461819.5846324702,505,0.0016419608145952225,True,3.003561613213226,2.863000799378408
L1,Q15059,48671,6.8633,-2,-10.17359,,-68.97274821613168,-31.705500320254675,-465626.1452306937,-412762.965979286,-52860.18830996419,-465624.068147048,417,0.001980337081477046,True,3.0061157678194794,2.9044127984202754
L1,Q15059,53300,6.8239,-2,-10.07921,,-70.6660654188358,-37.70530702738789,-465032.3203690464,-412762.965979286,-52266.29001913323,-465030.20920760516,341,0.0019247240852564573,True,3.0062748896716367,2.8050893421889955
L1,Q15059,57289,8.0,-2,-10.91781,,-68.50783141039925,-42.75038238783954,-462893.4077646596,-412762.965979286,-50127.47100463095,-462891.80261102854,326,0.0018781927647069097,True,3.021294659561451,2.878340072269057
L1,Q15059,57291,8.0555,-2,-9.37441,,-54.55393488290763,-27.25710968598338,-460754.2516877181,-412762.965979286,-47988.92002591302,-460752.16953024734,747,0.0018227369291707873,True,2.8789075266578394,2.938391129521066
L1,Q15059,110525,7.9208,-2,-10.25104,,-67.72877495088663,-37.16989519536889,-463487.5691297281,-412762.965979286,-50721.66615278493,-463485.8801308315,418,0.0016957379411906004,True,3.01155853611251,2.809022613851773
L1,Q15059,128831,6.9136,-2,-9.3733,,-66.36229321763662,-37.63149349655657,-462926.55913375074,-412762.965979286,-50160.71541306392,-462924.56387329847,435,0.001938456203788519,True,2.9439007345926447,2.910600418322329
L1,Q15059,139243,7.3979,-2,-9.9687,,-71.28608453466356,-33.05046145502402,-462892.87448582385,-412762.965979286,-50126.817249337095,-462889.06441510486,388,0.0018541364697739482,True,2.921139928552872,2.8360694185892763
