mol_id,name,formal_charge,n_atoms,source_index,paff,smiles,smina_affinity_kcal_mol,smina_score,aimnet_interaction_kcal_mol,input_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,initial_interaction_ligand_ev,interaction_geometry,complex_bound_ev,pocket_ev,complex_initial_ev,complex_minimization_steps,complex_final_max_force_ev_a,complex_optimization_converged,gas_bound_ev,interaction_ligand_ev,interaction_model,desolvation_gas_model,cpcm_bound_ev,cpcm_local_min_ev,desolvation_kcal_mol,local_strain_kcal_mol,aimnet2_composite_kcal_mol,optimization_steps,bound_refinement_steps,restrained_rotatable_torsions,final_max_force_ev_a,optimization_converged,error,aimnet_interaction_rank,aimnet2_score_rank
4906,L2:O14757:4906,0,39,0,7.5528,N#Cc1cnc(Nc2cn(-c3ccc(OCCN)cc3)cn2)cn1,-6.31363,6.31363,-63.06788910650818,-33.89888363090479,-27.37411064936699,-29295.92795131664,fixed_pocket_aimnet2025_minimized_v2,-265174.89401125844,-235874.97233944965,-265172.087344554,886,0.001985887996852398,True,-29331.854647050786,-29297.18678929126,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-29332.56331434507,-29333.00630108853,16.34225603579348,10.215516985954624,-36.510116084760085,547,0,7,0.0016050367848947644,True,,7.0,4.0
10681,L2:O14757:10681,0,55,1,7.2596,Cn1cc(-c2ccc(F)c(-c3cnc(N)c(C(=O)NC4CCC5(CC5)NC4)n3)c2)cn1,-8.37262,8.37262,-86.5342641890485,-1.7838527391003065,-29.651726030301827,-38377.93267463389,fixed_pocket_aimnet2025_minimized_v2,-274258.411766351,-235874.97233944965,-274254.1908346221,638,0.0018742997199296951,True,-38424.120280048,-38379.68694604859,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-38424.63089257248,-38425.544192329144,11.775004543646038,21.06119272222065,-53.69806692318181,471,0,7,0.0019493254367262125,True,,2.0,2.0
55958,L2:O14757:55958,0,45,2,9.2218,COc1cncc(OC[C@@H](F)CN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,-6.30462,6.30462,-73.50956276934244,-22.253053842696648,-36.926776006223605,-36615.91769329874,fixed_pocket_aimnet2025_minimized_v2,-272494.63546154555,-235874.97233944965,-272492.49132931244,408,0.0017009461298584938,True,-36658.8047184593,-36616.475445753196,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-36659.72350113903,-36660.46886971549,21.187631931809147,17.188607708967233,-35.133323128566055,558,0,10,0.00148207473102957,True,,4.0,5.0
60774,L2:O14757:60774,0,49,3,9.4949,COc1ccnc(OCC2(CN)CC2)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,-6.61757,6.61757,-59.316166167136,-13.15134206212976,-22.099863263217497,-36020.16262919402,fixed_pocket_aimnet2025_minimized_v2,-271899.70297998126,-235874.97233944965,-271896.09330941795,379,0.001963550690561533,True,-36064.45611630269,-36022.15844811871,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-36065.3702733677,-36066.05301824031,21.0809627223598,15.744470790950842,-22.490732653825354,585,0,10,0.0019634279888123274,True,,9.0,10.0
60923,L2:O14757:60923,0,44,4,7.8539,CN1CC2(CCN(c3nc(Nc4cn(C(F)F)cn4)cnc3C#N)C2)C1,-6.89433,6.89433,-53.23327235958585,-13.22266432072728,-29.70045152326959,-34219.54887569359,fixed_pocket_aimnet2025_minimized_v2,-270098.14317129954,-235874.97233944965,-270095.8091486191,291,0.0019525432726368308,True,-34260.16627501855,-34220.86241867815,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-34260.632329532586,-34261.22877038452,10.7474724126015,13.754252794199914,-28.73154715278443,577,0,5,0.0017367571126669645,True,,10.0,9.0
64281,L2:O14757:64281,0,50,5,7.3979,N#Cc1cnc(Nc2cn(-c3ccc(N4CCN(CCF)CC4)cc3)cn2)cn1,-6.28539,6.28539,-78.27149713652166,-26.393824847260863,-42.75222441010362,-35698.07057083048,fixed_pocket_aimnet2025_minimized_v2,-271577.80150431185,-235874.97233944965,-271574.896822196,836,0.0019779205322265625,True,-35741.06950207326,-35699.434991501206,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-35741.62539261319,-35742.5978093095,12.819140384650389,22.424461736457648,-43.02789501541362,616,0,6,0.0014586197212338448,True,,3.0,3.0
72416,L2:O14757:72416,0,52,6,6.2596,Nc3ncc(c2nccc(c1cnn(CC(F)(F)F)c1)n2)nc3C(=O)N[C@H]4CCCNC4,-7.42794,7.42794,-121.60262210817241,-1.9962436028736052,-19.73701199140877,-43615.53685164107,fixed_pocket_aimnet2025_minimized_v2,-279496.0815378039,-235874.97233944965,-279491.36506893614,470,0.0018842607969418168,True,-43665.20632584162,-43615.8360095731,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-43665.977194326515,-43667.41387543562,17.776649567119318,33.13065343379827,-70.69531910725482,829,0,8,0.001991430064663291,True,,1.0,1.0
111705,L2:O14757:111705,0,50,7,6.3335,Cc1cc(N2CCN(C)CC2)ccc1-n1cnc(Nc2cnc(C#N)cn2)c1,-7.25027,7.25027,-66.06653410356284,-42.91622659599645,-49.44471530463396,-32999.22046567983,fixed_pocket_aimnet2025_minimized_v2,-268878.05004753,-235874.97233944965,-268876.33693091816,590,0.0019742613658308983,True,-33039.36007658698,-33000.21279200856,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-33039.86067719574,-33040.705927358984,11.5441242824442,19.4919318182777,-35.030478002840944,639,0,6,0.001918994472362101,True,,5.0,6.0
124280,L2:O14757:124280,0,47,8,9.2218,N#Cc1cnc(Nc2cc(-c3c(OCC4(F)CNC4)cnc4cccnc34)[nH]n2)cn1,-7.54191,7.54191,-61.493425326090204,-0.2459276783749884,-21.243991419712838,-39150.90205413148,fixed_pocket_aimnet2025_minimized_v2,-275030.1287021307,-235874.97233944965,-275026.7956202396,1000,0.012789159081876278,False,-39198.139213467264,-39152.48975537501,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-39198.905811616794,-39199.47709698664,17.67817329410478,13.174153596182872,-30.64109843580255,581,0,6,0.0016764648025855422,True,,8.0,8.0
126650,L2:O14757:126650,0,44,9,7.3768,N#Cc1ncc(Nc2ncc3c(n2)CCC(=O)N3)cc1N[C@@H]1CCNC1,-7.09079,7.09079,-65.46166001230608,-26.59234546535117,-27.861242538323225,-31872.602616465145,fixed_pocket_aimnet2025_minimized_v2,-267751.18159451557,-235874.97233944965,-267748.78313374054,1000,0.03372097760438919,False,-31910.965752501044,-31873.3705688173,aimnet2-2025,/home/xianyang/t3-aimnet-models/aimnet2_wb97m_0.jpt,-31911.821303958335,-31912.45022553464,19.729485302411614,14.503276092119986,-31.22889861777448,583,0,4,0.0017653086688369513,True,,6.0,7.0
