mol_id,source_index,label,paff,formal_charge,smina_affinity_kcal_mol,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_eV,aimnet_interaction_kcal_mol,aimnet_score,aimnet_rank,smina_rank
14488,138,0,,0,-6.3797,-307851.54482761264,-194591.70551983043,-113255.06817904636,-4.77112873585429,-110.02484241920864,110.02484241920864,1.0,59.0
97280,14,1,8.0,0,-8.26199,-231012.14833337822,-194591.70551983043,-36417.748855667494,-2.693957880299422,-62.124144552317794,62.124144552317794,2.0,23.0
9478,94,0,,0,-8.14445,-269321.0745089859,-194591.70551983043,-74726.69088811282,-2.6781010426639114,-61.75847718958175,61.75847718958175,3.0,29.0
140320,110,0,,0,-6.4576,-245492.0017502368,-194591.70551983043,-50897.804334118664,-2.49189628772001,-57.46449353190922,57.46449353190922,4.0,58.0
49247,202,0,,0,-8.16591,-250020.93729481558,-194591.70551983043,-55426.78976278197,-2.4420122031806386,-56.3141392144024,56.3141392144024,5.0,27.0
102928,142,0,,0,-8.79261,-244765.47600453455,-194591.70551983043,-50171.44331711056,-2.327167593553895,-53.66575960101612,53.66575960101612,6.0,13.0
33001,22,1,8.0,0,-8.98949,-242873.42287772472,-194591.70551983043,-48279.45065159145,-2.266706302842067,-52.27148911465505,52.27148911465505,7.0,6.0
66023,230,0,,0,-7.08964,-274537.98153602896,-194591.70551983043,-79944.060776131,-2.215240067540435,-51.08464953381987,51.08464953381987,8.0,53.0
23706,2,1,8.0,0,-8.02176,-228454.2641801998,-194591.70551983043,-33860.35155129513,-2.20710907423927,-50.897144373887905,50.897144373887905,9.0,33.0
100013,6,1,8.0,0,-7.85963,-233617.26827931704,-194591.70551983043,-39023.383278657675,-2.1794808289341745,-50.26002190155368,50.26002190155368,10.0,36.0
15531,78,0,,0,-7.65297,-264810.5492196541,-194591.70551983043,-70216.66871350058,-2.1749863231088966,-50.156376134994865,50.156376134994865,11.0,45.0
99711,50,1,8.0,0,-8.14782,-231077.4365104943,-194591.70551983043,-36483.70116895575,-2.0298217081217445,-46.80880058777025,46.80880058777025,12.0,28.0
92490,170,0,,0,-8.91628,-239958.5302659721,-194591.70551983043,-45364.8181863574,-2.00655978427676,-46.272367880310775,46.272367880310775,13.0,8.0
80789,102,0,,0,-7.67022,-240652.38049596042,-194591.70551983043,-46058.67803488881,-1.9969412411737721,-46.050559007023445,46.050559007023445,14.0,44.0
438,42,1,8.0,0,-8.45473,-249139.47508379645,-194591.70551983043,-54545.80171110121,-1.9678528648146312,-45.37976511267843,45.37976511267843,15.0,18.0
130295,86,0,,0,-5.99036,-219633.16415939646,-194591.70551983043,-25039.49190450395,-1.9667350620802608,-45.35398796925728,45.35398796925728,16.0,61.0
64450,30,1,8.0,0,-8.62418,-243366.12074614433,-194591.70551983043,-48772.45961446178,-1.9556118521140888,-45.09748065380236,45.09748065380236,17.0,16.0
91355,246,0,,0,-7.73173,-272035.9941959055,-194591.70551983043,-77442.34701021577,-1.9416658593108878,-44.77587841971867,44.77587841971867,18.0,41.0
