mol_id,paff,smiles,formal_charge,n_atoms
3771,6.4895,CCOC(=O)/C=C/c1c(-c2c(-c3cccc(C)n3)nn3c2CCC3)ccc2ncnn12,0,53
32660,7.0,O=C(Cn1cc(-c2ccnc3ccccc23)c(-c2ccccn2)n1)NCc1ccccc1,0,53
43953,7.3872,Cc1cccc(-c2nn3c(c2-c2ccc4ncnn4c2/C=C/C(=O)NO)CCC3)n1,0,49
50724,8.1249,Cc1cccc(-c2nn(C(C)C)cc2-c2ccnc(-c3nc4c([nH]3)CN(C(=O)N3CCN(C)CC3)C4)c2)n1,0,71
77306,7.0264,Cc1cc(-c2cc3cnccc3s2)n(n1)-c1cccc(C)n1,0,36
93720,7.301,COc1ccc(F)cc1[C@@H](C)Nc1ccn2ncc(C3=NOC(C)(C)N3)c2n1,0,49
102780,9.0,O=C(CCN1CCCCC1)Nc1cc(-c2c(-c3cc(Cl)ccc3F)nc3n2CCN3)ccc1F,0,60
105371,6.3468,Cc1ccc(CNC(=O)Cn2cc(-c3ccnc4ccccc34)c(-c3ccccn3)n2)cc1,0,56
108760,7.6576,Cc1cccc(-c2nc[nH]c2-c2ccnc(-c3nc4c([nH]3)CN(C(=O)N3CCCC3)C4)c2)n1,0,57
109621,7.9208,Cc1cccc(-c2nc3n(c2-c2ccc4nc[nH]c4c2)CC2CC32)n1,0,42
