mol_id,source_index,layer,uniprot,paff,smiles,formal_charge,smina_affinity_kcal_mol,smina_score,aimnet_complex_eV,aimnet_pocket_eV,aimnet_ligand_eV,aimnet_interaction_kcal_mol
6702,0,L4,O00767,6.0655,Cn1nc(-c2nc(N3CCC(Cc4ccc(F)c(F)c4)CC3)no2)ccc1=O,0,-9.03447,9.03447,-640879.4107292074,-603868.0713149486,-37012.76566094143,32.89002984228251
41603,1,L4,O00767,7.1549,Cn1nc(NC(=O)N2CCC(Oc3ccc(C(F)(F)F)c(F)c3)CC2)ccc1=O,0,-7.35567,7.35567,-645823.4888678448,-603868.0713149486,-41955.62590141956,4.804631088544045
50261,2,L4,O00767,6.1675,Cn1nc(NC(=O)N2CCC(Cc3cc(F)cc(F)c3)CC2)ccc1=O,0,-8.17504,8.17504,-638368.8568102702,-603868.0713149486,-34502.38902625995,36.97830190139584
77625,3,L4,O00767,7.699,Cn1nc(NC(=O)N2CCC(Oc3cccc(C(F)(F)F)c3)CC2)ccc1=O,0,-9.3924,9.3924,-643118.9307098426,-603868.0713149486,-39252.98136035743,48.933686064760764
78807,4,L4,O00767,6.3768,Cn1nc(NC(=O)N2CCC(Oc3ccccc3Cl)CC2)ccc1=O,0,-8.60527,8.60527,-646450.0151115755,-603868.0713149486,-42583.71618189146,40.872175168287605
95360,5,L4,O00767,7.301,Cc1cc(NC(=O)N2CCC(Cc3cc(F)cc(F)c3)CC2)nn(C)c1=O,0,-8.62532,8.62532,-639439.7138894121,-603868.0713149486,-35572.86228838533,28.127271233941322
96016,6,L4,O00767,6.5086,Cc1cc(NC(=O)N2CCC(Cc3ccc(F)c(F)c3)CC2)nn(C)c1=O,0,-8.28593,8.28593,-639439.1830241309,-603868.0713149486,-35572.89054205988,41.02086065691971
130232,7,L4,O00767,6.3565,Cn1nc(NC(=O)N2CCC(Cc3ccccc3Cl)CC2)ccc1=O,0,-7.19413,7.19413,-645474.3733975937,-603868.0713149486,-41606.18022863341,-2.8100202654269624
131697,8,L4,O00767,6.3565,Cn1nc(NC(=O)N2CCC(Cc3ccc(F)c(Cl)c3)CC2)ccc1=O,0,-8.81922,8.81922,-648174.1328740546,-603868.0713149486,-44308.26580568144,50.831133583628116
138397,9,L4,O00767,6.1427,Cn1cc(-c2nc(N3CCC(Cc4cc(F)cc(F)c4)CC3)no2)ccc1=O,0,-8.9789,8.9789,-640442.2356676483,-603868.0713149486,-36577.27840534838,71.81176005307697
