layer,uniprot,mol_id,paff,pocket_charge,smina_affinity_kcal_mol,error,aimnet_interaction_kcal_mol,pre_minimization_interaction_kcal_mol,complex_ev,pocket_ev,ligand_ev,initial_complex_ev,minimization_steps,final_max_force_ev_A,converged,initial_min_heavy_contact_A,final_min_heavy_contact_A
L1,Q06124,1874,6.0269,-2,-9.13873,,-62.53342744567445,-25.376967689186003,-478226.34465470514,-433049.0988803254,-45174.534068313405,-478222.1248096251,713,0.0019854973070323467,True,2.7094346657891095,2.842928525334003
L1,Q06124,26663,7.6383,-2,-8.9414,,-81.36070623370871,-51.44461495332418,-494337.75740325224,-433049.0988803254,-61285.13038878055,-494335.8411107524,329,0.0017712359549477696,True,2.9793692116529886,2.925852973579232
L1,Q06124,32578,8.0088,-2,-10.89865,,-78.19122921071795,-56.35093342800096,-481428.07655210583,-433049.0988803254,-48375.58697916616,-481426.43460539874,720,0.0019846174400299788,True,2.958262342325014,2.8392156465855978
L1,Q06124,39617,7.585,-2,-9.22511,,-63.22459081762398,-1.9660807187553295,-485571.5834339089,-433049.0988803254,-52519.74287583663,-485568.7401409899,274,0.0019168028375133872,True,2.831338627859398,2.894220430285749
L1,Q06124,53896,7.1367,-2,-10.13197,,-73.80886062189654,-64.58320389881527,-482434.73637850746,-433049.0988803254,-49382.43684305609,-482433.4244531868,290,0.0019273458747193217,True,3.1246153209638328,3.1884853840893568
L1,Q06124,82531,7.1487,-2,-9.2783,,-207.57994927504666,-58.280159649936735,-491180.2945365842,-433049.0988803254,-58122.19413769992,-491176.0788230821,513,0.0019952929578721523,True,3.0429743925287873,2.587050957662389
L1,Q06124,95742,8.0315,-2,-7.98748,,-43.525421980409675,-10.57156209732588,-481198.216822717,-433049.0988803254,-48147.23050145568,-481196.5845088541,462,0.0018998617306351662,True,2.8707357746390305,2.8106353551537646
L1,Q06124,118200,6.0,-2,-9.75103,,-85.85553064333513,-62.59493113448876,-485868.7208049643,-433049.0988803254,-52815.89887645837,-485866.3027718156,761,0.0019745193421840668,True,3.0025336648366694,2.763581610387351
L1,Q06124,125082,6.0209,-2,-7.94376,,-66.23839892834351,-18.025161316669802,-484616.14056570525,-433049.0988803254,-51564.16931654393,-484613.1300344493,426,0.0019446746446192265,True,2.784837280704138,2.9531870954286537
L1,Q06124,129145,6.1675,-2,-9.06223,,-58.93411972961145,-23.18502000093615,-488684.93440184713,-433049.0988803254,-55633.27989621039,-488680.72523168434,713,0.0013943463563919067,True,2.7967554914056336,2.972758316019109
